title,company,company_size,industry,type,salary,company_type,source,experience,education,salary2
商业化-数据分析师(北京字节跳动网络技术有限公司),北京字节跳动网络技术有限公司,10000人以上,数据分析师,全职,12000-20000,民营,猎聘,3-5年,本科,16000.0
数据分析师(北京大眼星图文化传媒有限公司),北京大眼星图文化传媒有限公司,50-99人,数据分析师,全职,8000-12000,民营,猎聘,3-5年,本科,10000.0
数据分析师（商业化）(陌陌),北京陌陌信息技术有限公司,1000-2000人,数据分析师,全职,面议,上市公司,猎聘,3-5年,本科,
数据分析师(陌陌),北京陌陌信息技术有限公司,1000-2000人,数据分析师,全职,面议,上市公司,猎聘,3-5年,本科,
数据分析师(东大正保),北京东大正保科技有限公司,1000-2000人,数据分析师,全职,8000-12000,上市公司,猎聘,3-5年,硕士,10000.0
数据分析师(北京市长城企业战略研究所),北京市长城企业战略研究所,100-499人,咨询顾问/咨询员,全职,5000-8000,民营,猎聘,1-3年,本科,6500.0
数据分析师(大成投资管理),成都大成投资管理有限公司,50-99人,数据库开发工程师,全职,8000-12000,民营,猎聘,1-3年,本科,10000.0
Power BI数据分析师(北京敏捷艾科数据技术有限公司),北京敏捷艾科数据技术有限公司,,数据分析师,全职,5000-8000,民营,猎聘,1-3年,大专,6500.0
数据分析师(北京枫叶汽车租赁有限公司),北京枫叶汽车租赁有限公司,100-499人,数据分析师,全职,8000-12000,民营,猎聘,5-10年,本科,10000.0
数据分析师(北京新联财通咨询有限公司),北京新联财通咨询有限公司,100-499人,IT/互联网,全职,8000-12000,民营,猎聘,3-5年,本科,10000.0
数据分析师(财智启创(深圳)投资发展有限公司),财智启创(深圳)投资发展有限公司,50-99人,数据分析师,全职,8000-12000,民营,猎聘,1-3年,本科,10000.0
数据分析师(J11129)(铁甲信息),铁甲信息技术(北京)有限公司,500-999人,数据分析师,全职,8000-12000,民营,猎聘,3-5年,本科,10000.0
数据分析师(索信达(北京)数据技术有限公司),索信达(北京)数据技术有限公司,100-499人,数据分析师,全职,8000-12000,民营,猎聘,5-10年,本科,10000.0
数据分析师(中海投资),北京中海投资管理有限公司,1-49人,数据分析师,全职,8000-12000,国企,猎聘,1-3年,硕士,10000.0
数据分析师(飞拓互联),北京飞拓互联科技有限公司,100-499人,数据分析师,全职,面议,民营,猎聘,3-5年,本科,
数据分析师(天津神舟通用数据技术有限公司),天津神舟通用数据技术有限公司,1-49人,数据分析师,全职,5000-8000,民营,猎聘,1-3年,本科,6500.0
数据分析师(北京积沙成塔科技有限公司),北京积沙成塔科技有限公司,500-999人,数据分析师,全职,20000-25000,民营,猎聘,3-5年,本科,22500.0
数据分析师(北京数字一百),北京数字一百市场咨询有限公司,100-499人,数据分析师,全职,8000-12000,上市公司,猎聘,3-5年,本科,10000.0
数据分析师(北京我爱小城信息科技有限公司),北京我爱小城信息科技有限公司,500-999人,数据分析师,全职,8000-12000,民营,猎聘,1-3年,本科,10000.0
数据分析师(中信消费金融有限公司),中信消费金融有限公司,100-499人,数据分析师,全职,8000-12000,国企,猎聘,1-3年,硕士,10000.0
数据分析师(北京软件和信息服务交易所有限公司),北京软件和信息服务交易所有限公司,100-499人,数据分析师,全职,5000-8000,国企,猎聘,1-3年,本科,6500.0
数据分析师(汇中利通),汇中利通投资管理(北京)有限公司,10000人以上,数据分析师,全职,8000-12000,民营,猎聘,1-3年,本科,10000.0
数据分析师（评分卡）(和信信息服务有限公司),和信信息服务有限公司,5000-10000人,数据分析师,全职,12000-20000,民营,猎聘,1-3年,本科,16000.0
数据分析师(北京灵数科技有限公司),北京灵数科技有限公司,1-49人,数据分析师,全职,8000-12000,民营,猎聘,1-3年,本科,10000.0
数据分析师(泛测环境),泛测(北京)环境科技有限公司,50-99人,IT/互联网,全职,8000-12000,民营,猎聘,1-3年,硕士,10000.0
数据分析师(易观),北京易观智库网络科技有限公司,100-499人,数据分析师,全职,面议,民营,猎聘,3-5年,本科,
大数据分析师(北京中科恒硕科技有限公司),北京中科恒硕科技有限公司,50-99人,IT/互联网,全职,8000-12000,民营,猎聘,1-3年,本科,10000.0
数据分析师(爱奇艺),北京奇艺世纪科技有限公司,5000-10000人,IT/互联网,全职,面议,民营,猎聘,1-3年,本科,
数据分析师(北京百分点信息科技有限公司),北京百分点信息科技有限公司,500-999人,IT/互联网,全职,25000以上,民营,猎聘,5-10年,本科,25000.0
数据分析师(火花思维),玩乐多网络技术(北京)有限公司,1000-2000人,数据分析师,全职,12000-20000,民营,猎聘,1-3年,本科,16000.0
数据分析师(北京斑马天下教育科技有限公司),北京斑马天下教育科技有限公司,100-499人,数据分析师,全职,8000-12000,民营,猎聘,1-3年,本科,10000.0
数据分析师(北京嘉琪伟业科技有限公司),北京嘉琪伟业科技有限公司,,数据分析师,全职,8000-12000,民营,猎聘,5-10年,本科,10000.0
数据分析师(北京法政实业集团有限公司),北京法政实业集团有限公司,1000-2000人,数据分析师,全职,8000-12000,民营,猎聘,3-5年,本科,10000.0
数据分析师(北京创代电子商务有限公司),北京创代电子商务有限公司,,数据分析师,全职,8000-12000,民营,猎聘,不限,本科,10000.0
数据分析师(杭州瑞勤数据技术有限公司),杭州瑞勤数据技术有限公司,1-49人,数据分析师,全职,8000-12000,中外合资/合作,猎聘,不限,本科,10000.0
数据分析师(玖富),玖富金科控股集团有限责任公司,1000-2000人,数据分析师,全职,面议,民营,猎聘,1-3年,本科,
数据分析师(北京中广创思文化传播有限公司),北京中广创思文化传播有限公司,50-99人,数据分析师,全职,面议,国企,猎聘,3-5年,本科,
数据分析师(华农财产保险),华农财产保险股份有限公司,500-999人,数据分析师,全职,5000-8000,国企,猎聘,1-3年,本科,6500.0
数据分析师(和信贷),和信电子商务有限公司天津科技分公司,1000-2000人,数据分析师,全职,5000-8000,民营,猎聘,1-3年,本科,6500.0
数据分析师(北京明思力公关顾问有限公司),北京明思力公关顾问有限公司,50-99人,数据分析师,全职,面议,外商独资/办事处,猎聘,3-5年,本科,
数据分析师(京磁材料),京磁材料科技股份有限公司,1000-2000人,数据分析师,全职,12000-20000,民营,猎聘,3-5年,本科,16000.0
交通数据分析师（北京）(深圳市都市数据技术有限公司),深圳市都市数据技术有限公司,100-499人,生产制造/造纸印刷/服装服?机械设计/制造/维修,全职,8000-12000,民营,猎聘,不限,本科,10000.0
资深数据分析师(北京怡合春天科技有限公司),北京怡合春天科技有限公司,100-499人,数据分析师,全职,面议,民营,猎聘,5-10年,本科,
数据分析师(便利蜂),睦邻企业管理服务(北京)有限公司,5000-10000人,数据挖掘工程师,全职,面议,民营,猎聘,3-5年,本科,
数据分析师(北京小波科技有限公司),北京小波科技有限公司,100-499人,数据分析师,全职,面议,外商独资/办事处,猎聘,3-5年,本科,
数据分析师(盛唐科技北京),盛唐科技(北京)有限公司,100-499人,数据分析师,全职,面议,中外合资/合作,猎聘,3-5年,本科,
数据分析师(北京元气森林饮料有限公司),北京元气森林饮料有限公司,1000-2000人,市场/公关,全职,5000-8000,民营,猎聘,3-5年,本科,6500.0
数据分析师(北京力龙依正通科技有限公司),北京力龙依正通科技有限公司,1-49人,数据分析师,全职,5000-8000,上市公司,猎聘,1-3年,大专,6500.0
数据分析师(深圳市麦盟科技有限公司),深圳市麦盟科技有限公司,100-499人,销售/客服/技术支持,全职,面议,民营,猎聘,不限,本科,
数据分析师（社区内容）(知乎),智者四海(北京)技术有限公司,1000-2000人,数据分析师,全职,面议,民营,猎聘,1-3年,本科,
数据分析师(北京网利科技),北京网利科技有限公司,100-499人,数据分析师,全职,8000-12000,民营,猎聘,1-3年,大专,10000.0
数据分析师(睿驰达新能源汽车科技(北京)有限公司),睿驰达新能源汽车科技(北京)有限公司,100-499人,数据分析师,全职,面议,中外合资/合作,猎聘,3-5年,本科,
数据分析师(创客天下(北京)科技发展有限公司),创客天下(北京)科技发展有限公司,100-499人,数据分析师,全职,8000-12000,民营,猎聘,1-3年,本科,10000.0
数据分析师(北京利特天极企业管理有限公司),北京利特天极企业管理有限公司,,数据运营,全职,8000-12000,民营,猎聘,1-3年,本科,10000.0
数据分析师(美科思远),北京美科思远环境科技有限公司,50-99人,数据分析师,全职,8000-12000,民营,猎聘,3-5年,本科,10000.0
数据分析师(医药魔方),北京华彬立成科技有限公司,50-99人,数据分析师,全职,面议,民营,猎聘,1-3年,本科,
数据分析师(尼尔森网联媒北京分公司),尼尔森网联媒介数据服务有限公司北京分公司,100-499人,数据分析师,全职,5000-8000,中外合资/合作,猎聘,不限,本科,6500.0
数据分析师(中科点击(北京)科技有限公司),中科点击(北京)科技有限公司,100-499人,数据分析师,全职,5000-8000,民营,猎聘,1-3年,大专,6500.0
数据分析师（销售管理方向）(同方股份计算机与多媒体产业本部),同方股份计算机与多媒体产业本部,10000人以上,数据分析师,全职,8000-12000,上市公司,猎聘,1-3年,本科,10000.0
数据分析师(当当网),北京当当网信息技术有限公司,2000-5000人,数据分析师,全职,面议,中外合资/合作,猎聘,5-10年,本科,
数据分析师(北京比邻东方教育科技有限公司),北京比邻东方教育科技有限公司,10000人以上,数据分析师,全职,12000-20000,民营,猎聘,3-5年,本科,16000.0
数据分析师(深圳瑞银信信息技术有限公司),深圳瑞银信信息技术有限公司北京分公司,1000-2000人,数据分析师,全职,面议,民营,猎聘,1-3年,本科,
数据分析师(北京普缇客科技有限公司),北京普缇客科技有限公司,500-999人,数据分析师,全职,8000-12000,民营,猎聘,3-5年,本科,10000.0
数据分析师(北京优全智汇信息技术有限公司),北京优全智汇信息技术有限公司,100-499人,数据分析师,全职,8000-12000,民营,猎聘,3-5年,本科,10000.0
数据分析师(北京志翔科技股份有限公司),北京志翔科技股份有限公司,100-499人,数据分析师,全职,12000-20000,民营,猎聘,不限,本科,16000.0
数据分析师(北京瓴岳信息技术有限公司),北京瓴岳信息技术有限公司,100-499人,数据分析师,全职,面议,民营,猎聘,1-3年,本科,
数据分析师（广告行业）(上海思芮信息科技有限公司),大连斯锐信息技术有限公司,2000-5000人,数据分析师,全职,8000-12000,中外合资/合作,猎聘,1-3年,本科,10000.0
数据分析师（环保）(北京易二零环境股份有限公司),北京易二零环境股份有限公司,100-499人,咨询顾问/咨询员,全职,5000-8000,上市公司,猎聘,不限,硕士,6500.0
数据分析师(软通动力),软通动力信息技术(集团)有限公司,10000人以上,数据分析师,全职,8000-12000,上市公司,猎聘,1-3年,本科,10000.0
数据分析师(北京航天宏图信息技术股份有限公司),北京航天宏图信息技术股份有限公司,1000-2000人,数据分析师,全职,8000-12000,上市公司,猎聘,1-3年,本科,10000.0
战略项目部数据分析师(中国网),中国互联网新闻中心,100-499人,数据分析师,全职,面议,事业单位,猎聘,1-3年,大专,
中级数据分析师(中铁信科技),北京中铁信科技有限公司,100-499人,IT/互联网,全职,8000-12000,国企,猎聘,3-5年,本科,10000.0
数据分析师(爱调研),上海众言网络科技有限公司,100-499人,数据分析师,全职,面议,民营,猎聘,1-3年,本科,
数据分析师(瑞天欣实),北京瑞天欣实数据科技有限公司,50-99人,金融,全职,5000-8000,民营,猎聘,不限,本科,6500.0
数据分析师(北京原子恋科技有限公司),北京原子恋科技有限公司,50-99人,数据分析师,全职,8000-12000,民营,猎聘,3-5年,本科,10000.0
数据分析师(先锋支付有限公司),先锋支付有限公司,500-999人,数据分析师,全职,面议,民营,猎聘,3-5年,本科,
数据分析师(北京达冠信息技术有限公司),北京达冠信息技术有限公司,1000-2000人,数据分析师,全职,面议,民营,猎聘,3-5年,本科,
数据分析师(北京中辉时代商务咨询有限公司),北京中辉时代商务咨询有限公司,50-99人,数据分析师,全职,8000-12000,民营,猎聘,1-3年,本科,10000.0
数据分析师(好运达数据科技(天津)有限公司北京分公司),好运达数据科技(天津)有限公司北京分公司,100-499人,数据分析师,全职,8000-12000,民营,猎聘,3-5年,本科,10000.0
数据分析师(宜信公司),普信恒业科技发展(北京)有限公司,10000人以上,数据分析师,全职,面议,民营,猎聘,1-3年,本科,
数据分析师(昆仑智汇数据科技(北京)有限公司),昆仑智汇数据科技(北京)有限公司,100-499人,数据分析师,全职,面议,民营,猎聘,5-10年,本科,
资深数据分析师(北京城市网邻信息技术有限公司),北京城市网邻信息技术有限公司,10000人以上,数据分析师,全职,25000以上,民营,猎聘,不限,本科,25000.0
数据分析师助理(北京中辉时代商务咨询有限公司),北京中辉时代商务咨询有限公司,50-99人,财务/人力资源/行政,全职,5000-8000,民营,猎聘,不限,本科,6500.0
数据分析师(杭州阿里巴巴音乐科技有限公司),杭州阿里巴巴音乐科技有限公司,,数据分析师,全职,面议,民营,猎聘,3-5年,本科,
数据分析师(上海思芮信息科技有限公司),大连斯锐信息技术有限公司,2000-5000人,数据分析师,全职,8000-12000,中外合资/合作,猎聘,3-5年,本科,10000.0
数据分析师(智明星通),北京智明星通科技股份有限公司,500-999人,生产制造/造纸印刷/服装服?机械设计/制造/维修,全职,8000-12000,民营,猎聘,3-5年,本科,10000.0
数据分析师(时趣),时趣互动(北京)科技有限公司,500-999人,数据分析师,全职,面议,中外合资/合作,猎聘,3-5年,本科,
数据分析师(北京快手科技有限公司),北京达佳互联信息技术有限公司,5000-10000人,数据分析师,全职,面议,民营,猎聘,不限,不限,
数据分析师-X3(北京快手科技有限公司),北京达佳互联信息技术有限公司,5000-10000人,数据分析师,全职,面议,民营,猎聘,不限,不限,
数据分析师(金山云网络),北京金山云网络技术有限公司,1000-2000人,数据分析师,全职,面议,民营,猎聘,3-5年,本科,
数据分析师(北京超职梦想科技有限公司),北京超职梦想科技有限公司,1-49人,数据分析师,全职,面议,外商独资/办事处,猎聘,1-3年,本科,
交通数据分析师(北京)(深圳市都市交通规划设计研究院有限公司),深圳市都市交通规划设计研究院有限公司,100-499人,数据分析师,全职,面议,民营,猎聘,1-3年,本科,
数据分析师(北京大禹未来教育科技有限公司),北京大禹未来教育科技有限公司,100-499人,数据分析师,全职,8000-12000,民营,猎聘,1-3年,本科,10000.0
数据分析师(竞技世界),竞技世界(北京)网络技术有限公司,1000-2000人,数据分析师,全职,20000-25000,民营,猎聘,3-5年,本科,22500.0
数据分析师(万学科技(北京)有限公司),万学科技(北京)有限公司,,数据分析师,全职,3000-5000,民营,猎聘,1-3年,本科,4000.0
数据分析师(北京城市网邻信息技术有限公司),北京城市网邻信息技术有限公司,10000人以上,数据分析师,全职,25000以上,民营,猎聘,3-5年,本科,25000.0
数据分析师(烛龙科技),上海烛龙信息科技有限公司,100-499人,数据分析师,全职,8000-12000,民营,猎聘,1-3年,本科,10000.0
数据分析师(京东物流),北京京东尚科信息技术有限公司,10000人以上,采购/贸易/物流/交通运输,全职,面议,民营,猎聘,3-5年,本科,
数据分析师(北京信思贤科技有限公司),北京信思贤科技有限公司,50-99人,数据分析师,全职,12000-20000,民营,猎聘,1-3年,本科,16000.0
数据分析师（北京）(曙光信息产业(北京)),曙光信息产业(北京)有限公司,1000-2000人,数据分析师,全职,8000-12000,民营,猎聘,1-3年,本科,10000.0
数据分析师(清华同衡),北京清华同衡规划设计研究院有限公司,1000-2000人,数据分析师,全职,面议,国企,猎聘,1-3年,本科,
数据分析师(易联众信息),易联众信息技术股份有限公司,2000-5000人,数据分析师,全职,面议,上市公司,猎聘,3-5年,本科,
数据分析师（北京）(J10456)(北京百分点信息科技有限公司),北京百分点信息科技有限公司,500-999人,数据分析师,全职,8000-12000,民营,猎聘,3-5年,本科,10000.0
数据分析师(中科聚信信息技术(北京)有限公司),中科聚信信息技术(北京)有限公司,100-499人,数据分析师,全职,面议,民营,猎聘,1-3年,本科,
数据分析师(北京爱狄特信息科技有限公司),北京爱狄特信息科技有限公司,100-499人,数据分析师,全职,面议,民营,猎聘,1-3年,本科,
数据分析师(银谷财富(北京)投资管理有限公司),银谷财富(北京)投资管理有限公司,5000-10000人,数据分析师,全职,面议,民营,猎聘,1-3年,大专,
数据分析师(高济医药有限公司),高济医药有限公司,100-499人,数据分析师,全职,面议,民营,猎聘,5-10年,本科,
数据分析师(厚益云科技发展(北京)有限公司),厚益云科技发展(北京)有限公司,100-499人,数据分析师,全职,12000-20000,民营,猎聘,3-5年,本科,16000.0
数据分析师(太和睿信),北京太和睿信企业管理顾问有限公司,100-499人,数据分析师,全职,5000-8000,民营,猎聘,1-3年,本科,6500.0
数据分析师（消费金融）(国美金控),国美金控投资有限公司,2000-5000人,风险控制,全职,面议,民营,猎聘,1-3年,本科,
数据分析师(新意互动),北京新意互动数字技术有限公司,500-999人,数据分析师,全职,8000-12000,上市公司,猎聘,3-5年,本科,10000.0
大数据分析师(北京五洲妇儿医院),北京五洲妇儿医院有限责任公司,500-999人,销售/客服/技术支持,全职,8000-12000,民营,猎聘,10年以上,本科,10000.0
舆情数据分析师(舆情早报网),北京智慧星光信息技术有限公司,500-999人,数据分析师,全职,8000-12000,民营,猎聘,1-3年,大专,10000.0
数据分析师(鲸鱼外教培优),柔持(北京)科技有限公司,500-999人,数据运营,全职,8000-12000,民营,猎聘,1-3年,本科,10000.0
数据分析师(北京高晟财富金融信息服务有限公司),北京高晟财富金融信息服务有限公司,,数据分析师,全职,8000-12000,民营,猎聘,3-5年,本科,10000.0
数据分析师(天弘基金),天弘基金管理有限公司,500-999人,数据分析师,全职,面议,民营,猎聘,1-3年,硕士,
数据分析师(山东浪潮云服务信息科技有限公司),山东浪潮云服务信息科技有限公司,2000-5000人,数据分析师,全职,8000-12000,上市公司,猎聘,1-3年,本科,10000.0
高级数据分析师(北京博睿宏远公司官网),北京博睿宏远数据科技股份有限公司,100-499人,数据分析师,全职,25000以上,民营,猎聘,5-10年,本科,25000.0
数据分析师(北京车联天下信息技术有限公司),北京车联天下信息技术有限公司,100-499人,数据分析师,全职,8000-12000,民营,猎聘,3-5年,本科,10000.0
大数据分析师(北京天亿弘方投资管理有限公司),北京天亿弘方投资管理有限公司,50-99人,疾病控制/公共卫生,全职,面议,上市公司,猎聘,1-3年,硕士,
数据分析师(中建材信息技术股份有限公司),中建材信息技术股份有限公司,500-999人,数据分析师,全职,25000以上,国企,猎聘,5-10年,本科,25000.0
数据分析师(麦田房产),北京麦田房产经纪有限公司,5000-10000人,数据分析师,全职,8000-12000,民营,猎聘,1-3年,本科,10000.0
风控策略分析师数据分析师(融慧金科金融服务外包(北京)有限公司),融慧金科金融服务外包(北京)有限公司,100-499人,数据分析师,全职,8000-12000,民营,猎聘,不限,本科,10000.0
数据分析师(北京七麦科技股份有限公司),北京七麦科技股份有限公司,100-499人,数据分析师,全职,8000-12000,上市公司,猎聘,1-3年,本科,10000.0
大数据分析师(四川长虹佳华信息产品有限责任公司),四川长虹佳华信息产品有限责任公司,1000-2000人,数据分析师,全职,面议,上市公司,猎聘,1-3年,本科,
数据分析师(J10689)(阳光雨露信息技术服务(北京)),阳光雨露信息技术服务(北京)有限公司,2000-5000人,数据分析师,全职,8000-12000,中外合资/合作,猎聘,3-5年,本科,10000.0
数据分析师(北京数城未来科技有限公司),北京数城未来科技有限公司,1-49人,IT/互联网,全职,8000-12000,民营,猎聘,不限,本科,10000.0
数据分析师（金融风控方向）(北京极速云科技发展有限公司),北京极速云科技发展有限公司,100-499人,数据分析师,全职,8000-12000,民营,猎聘,1-3年,本科,10000.0
数据分析师（北京）(厦门市美亚柏科信息股份有限公司),厦门市美亚柏科信息股份有限公司,1000-2000人,数据分析师,全职,面议,上市公司,猎聘,3-5年,本科,
数据分析师(和信信息服务有限公司),和信信息服务有限公司,5000-10000人,金融,全职,5000-8000,民营,猎聘,1-3年,本科,6500.0
数据分析师(58同城),北京五八信息技术有限公司,10000人以上,数据分析师,全职,8000-12000,中外合资/合作,猎聘,1-3年,本科,10000.0
数据分析师（北京）(丁香园),观澜网络(杭州)有限公司,1000-2000人,数据分析师,全职,8000-12000,外商独资/办事处,猎聘,1-3年,本科,10000.0
埋点数据分析师(北京字节跳动网络技术有限公司),北京字节跳动网络技术有限公司,10000人以上,数据分析师,全职,面议,民营,猎聘,1-3年,本科,
数据分析师(新智认知),新智认知数据服务有限公司,1000-2000人,数据分析师,全职,3000-5000,上市公司,猎聘,1-3年,本科,4000.0
数据分析师(狮桥集团),狮桥融资租赁(中国)有限公司,2000-5000人,数据分析师,全职,8000-12000,中外合资/合作,猎聘,3-5年,本科,10000.0
数据分析师(北京字节跳动网络技术有限公司),北京字节跳动网络技术有限公司,10000人以上,销售/客服/技术支持,全职,面议,民营,猎聘,3-5年,本科,
风控数据分析师(证大向上金融),北京证大向上金融信息服务有限公司,100-499人,数据分析师,全职,面议,民营,猎聘,1-3年,本科,
,苏州辽翼电子科技有限公司,其它,普工|技工|生产|机械,全职,5500-12000,民营,,不限,不限,8750.0
几招普工双休五险,北京天健源达科技股份有限公司,20-99人,普工,全职,3150-5650,民营,普工招聘网,1-3年,初中,4400.0
急聘跟单 普工 搬运工,上海移诺国际物流有限公司13,20-99人,装卸工,全职,6000-8000,民营,工厂直聘网,1-3年,初中,7000.0
情侣宿舍＋仓管电子厂＋普工电子,苏州皇亭电子有限公司,500-999人,运输/物流/仓管,全职,5001-8000,民营,百姓网,不限,不限,6500.5
不压工资＋仓管质检＋招聘普工,苏州皇亭电子有限公司,500-999人,运输/物流/仓管,全职,5001-8000,民营,百姓网,不限,不限,6500.5
生产普工,鞍山市千山区成阳家俱厂,20-99人,普工,全职,2800-3500,民营,普工招聘网,1-3年,初中,3150.0
招聘安装工/普工,沈阳婷凡汽车用品有限公司,20-99人,技工|工人|生产|机械,全职,3000-5000,民营,斗米,不限,不限,4000.0
装卸工/普工男女不限,沈阳市中远物流中心,20-99人,,全职,5000-8000,民营,斗米,不限,初中,6500.0
直聘保安 搬运工 普工,上海旭扬航运服务有限公司14,20-99人,焊工,全职,6000-8000,民营,工厂直聘网,1-3年,初中,7000.0
全程免费＋普工技工＋仓管检验,苏州皇亭电子有限公司,500-999人,运输/物流/仓管,全职,5001-8000,民营,百姓网,不限,不限,6500.5
高薪诚聘搬运工/普工管吃住,沈阳正道货物运输有限公司,20-99人,,全职,5000-8000,民营,斗米,不限,初中,6500.0
招聘送货工/普工,丽城,20-99人,餐饮|酒店|超市|服务业,全职,2000-3000,民营,斗米,不限,不限,2500.0
直招普工,辽宁佳义电缆有限公司,20-99人,普工,全职,3000-6000,民营,普工招聘网,1-3年,初中,4500.0
通讯补贴＋仓管苏州电子厂＋急聘普工,苏州皇亭电子有限公司,500-999人,运输/物流/仓管,全职,5001-8000,民营,百姓网,不限,不限,6500.5
生日福利＋仓管质检＋电子普工,苏州皇亭电子有限公司,500-999人,运输/物流/仓管,全职,5001-8000,民营,百姓网,不限,不限,6500.5
普工,鞍山金鼎门业有限公司,20-99人,普工,全职,2500-4000,民营,普工招聘网,1-3年,初中,3250.0
装卸工/普工15名急,沈阳鑫达东方物流有限公司,20-99人,,全职,5000-8000,民营,斗米,不限,初中,6500.0
急招聘装卸工/普工,沈阳鑫达东方物流有限公司,20-99人,,全职,5000-8000,民营,斗米,不限,不限,6500.0
,伊都（上海）货运代理有限公司,100,普工|技工|生产|机械,全职,9000-12000,个人企业,,不限,不限,10500.0
,苏州横唐电子科技有限公司,其它,普工|技工|生产|机械,全职,5500-15000,民营,,不限,不限,10250.0
数据分析师(北京萌宝科技有限公司),北京萌宝科技有限公司,100-499人,数据分析师,全职,12000-20000,民营,猎聘,3-5年,本科,16000.0
大数据分析师（算法）(智慧足迹数据科技有限公司),智慧足迹数据科技有限公司,100-499人,数据分析师,全职,面议,中外合资/合作,猎聘,1-3年,本科,
大数据分析师(大有秦鼎(北京)科技有限公司),大有秦鼎(北京)科技有限公司,100-499人,数据分析师,全职,20000-25000,民营,猎聘,1-3年,本科,22500.0
数据分析师(北京凯声文化传媒有限责任公司),北京凯声文化传媒有限责任公司,100-499人,数据分析师,全职,20000-25000,民营,猎聘,3-5年,本科,22500.0
数据分析师(爱回收),上海悦易网络信息技术有限公司,5000-10000人,数据分析师,全职,12000-20000,民营,猎聘,3-5年,本科,16000.0
数据分析师(北京未来购电子商务有限公司),北京未来购电子商务有限公司,10000人以上,数据分析师,全职,12000-20000,民营,猎聘,不限,本科,16000.0
数据分析师(纳什空间),纳什空间创业科技(北京)有限公司,500-999人,数据分析师,全职,12000-20000,民营,猎聘,3-5年,本科,16000.0
数据分析师(圆心科技),北京圆心科技有限公司,1000-2000人,数据分析师,全职,12000-20000,民营,猎聘,3-5年,本科,16000.0
数据运营分析师-H端(优信集团),优舫(北京)信息科技有限公司,5000-10000人,销售/客服/技术支持,全职,8000-12000,民营,猎聘,1-3年,本科,10000.0
数据分析师(好贷天下信息),好贷天下信息技术(北京)有限公司,100-499人,数据分析师,全职,12000-20000,民营,猎聘,3-5年,本科,16000.0
数据分析师 Business Analyst(外资汽车金融服务公司),外资汽车金融服务公司,500-999人,数据分析师,全职,12000-20000,外商独资/办事处,猎聘,1-3年,本科,16000.0
大数据分析师(智慧足迹数据科技有限公司),智慧足迹数据科技有限公司,100-499人,数据分析师,全职,面议,中外合资/合作,猎聘,3-5年,本科,
高级数据分析师(智慧足迹数据科技有限公司),智慧足迹数据科技有限公司,100-499人,数据分析师,全职,面议,中外合资/合作,猎聘,5-10年,硕士,
数据分析师 (MJ000134)(北京新东方迅程网络科技股份有限公司),北京新东方迅程网络科技股份有限公司,2000-5000人,数据分析师,全职,12000-20000,民营,猎聘,3-5年,本科,16000.0
数据分析师(中国中化),中国中化股份有限公司,10000人以上,数据分析师,全职,8000-12000,上市公司,猎聘,3-5年,本科,10000.0
数据分析师(某婚恋社交独角兽),某婚恋社交独角兽,100-499人,数据分析师,全职,20000-25000,民营,猎聘,3-5年,本科,22500.0
数据分析师(探探),探探,100-499人,数据分析师,全职,20000-25000,民营,猎聘,3-5年,本科,22500.0
资深数据商业分析师13137(车好多集团),车好多旧机动车经纪(北京)有限公司,10000人以上,销售/客服/技术支持,全职,25000以上,民营,猎聘,5-10年,本科,25000.0
数据分析师(国内某一线社交平台),国内某一线社交平台,100-499人,数据分析师,全职,25000以上,民营,猎聘,1-3年,本科,25000.0
数据分析师(北京合美国际教育咨询有限公司),北京合美国际教育咨询有限公司,100-499人,数据分析师,全职,12000-20000,民营,猎聘,3-5年,本科,16000.0
数据分析师(北京正东金控信息服务有限公司),北京正东金控信息服务有限公司,,数据分析师,全职,25000以上,民营,猎聘,3-5年,本科,25000.0
数据分析师(税友软件集团),税友软件集团股份有限公司,2000-5000人,数据分析师,全职,12000-20000,民营,猎聘,3-5年,本科,16000.0
数据分析师(气味图书馆),北京奕天世代商贸有限公司,100-499人,销售/客服/技术支持,全职,25000以上,民营,猎聘,5-10年,本科,25000.0
数据分析师(微加普惠),云南微加经济信息咨询有限公司,100-499人,数据分析师,全职,20000-25000,民营,猎聘,3-5年,本科,22500.0
数据分析师(国内知名互联网公司),国内知名互联网公司,5000-10000人,数据分析师,全职,25000以上,民营,猎聘,3-5年,本科,25000.0
资深数据分析师(北京中经惠众科技有限公司),北京中经惠众科技有限公司,100-499人,数据分析师,全职,12000-20000,民营,猎聘,5-10年,本科,16000.0
数据分析师(北京中汽院科技有限公司),北京中汽院科技有限公司,50-99人,算法工程师,全职,12000-20000,上市公司,猎聘,1-3年,本科,16000.0
数据分析师（广告流量方向）(北京数字联盟网络科技有限公司),北京数字联盟网络科技有限公司,100-499人,数据分析师,全职,12000-20000,民营,猎聘,3-5年,本科,16000.0
数据分析师(北京锦创合生科技有限公司),北京锦创合生科技有限公司,100-499人,数据分析师,全职,12000-20000,民营,猎聘,1-3年,本科,16000.0
数据分析师(欧科互动网络科技(北京)有限公司),欧科互动网络科技(北京)有限公司,500-999人,数据分析师,全职,25000以上,民营,猎聘,5-10年,本科,25000.0
数据分析师(新英体育),新英体育咨询(北京)有限公司,100-499人,数据分析师,全职,12000-20000,民营,猎聘,1-3年,本科,16000.0
